   Fecha	            Reservas
   20-03-2015   	    31.441.000,00000000000  
   25-03-2015   	    31.457.000,00000000000  
   26-03-2015   	    31.465.000,00000000000  
   27-03-2015   	    31.464.000,00000000000  
   30-03-2015   	    31.460.000,00000000000  
   31-03-2015   	    31.490.000,00000000000  
   01-04-2015   	    31.505.000,00000000000  
   06-04-2015   	    31.510.000,00000000000  
   07-04-2015   	    31.513.000,00000000000  
   08-04-2015   	    31.516.000,00000000000  
   09-04-2015   	    31.516.000,00000000000  
   10-04-2015   	    31.524.000,00000000000  
   13-04-2015   	    31.524.000,00000000000  
   14-04-2015   	    31.523.000,00000000000  
   15-04-2015   	    31.507.000,00000000000  
   16-04-2015   	    31.515.000,00000000000  
   17-04-2015   	    31.419.000,00000000000  
   20-04-2015   	    31.424.000,00000000000  
   21-04-2015   	    31.440.000,00000000000  
   22-04-2015   	    31.438.000,00000000000  
   23-04-2015   	    32.688.000,00000000000  
   24-04-2015   	    32.687.000,00000000000  
   27-04-2015   	    32.687.000,00000000000  
   28-04-2015   	    33.221.000,00000000000  
   29-04-2015   	    33.910.000,00000000000  
   30-04-2015   	    33.909.000,00000000000  
   04-05-2015   	    33.910.000,00000000000  
   05-05-2015   	    33.901.000,00000000000  
   06-05-2015   	    33.905.000,00000000000  
   07-05-2015   	    33.874.000,00000000000  
   08-05-2015   	    33.852.000,00000000000  
   11-05-2015   	    33.856.000,00000000000  
   12-05-2015   	    33.866.000,00000000000  
   13-05-2015   	    33.860.000,00000000000  
   14-05-2015   	    33.861.000,00000000000  
   15-05-2015   	    33.866.000,00000000000  
   18-05-2015   	    33.871.000,00000000000  
   19-05-2015   	    33.868.000,00000000000  
   20-05-2015   	    33.873.000,00000000000  
   21-05-2015   	    33.875.000,00000000000  
   22-05-2015   	    33.881.000,00000000000  
   26-05-2015   	    33.818.000,00000000000  
   27-05-2015   	    33.817.000,00000000000  
   28-05-2015   	    33.272.000,00000000000  
   29-05-2015   	    33.283.000,00000000000  
   01-06-2015   	    33.283.000,00000000000  
   02-06-2015   	    33.288.000,00000000000  
   03-06-2015   	    33.280.000,00000000000  
   04-06-2015   	    33.306.000,00000000000  
   05-06-2015   	    33.285.000,00000000000  
   08-06-2015   	    33.288.000,00000000000  
   09-06-2015   	    33.795.000,00000000000  
   10-06-2015   	    33.807.000,00000000000  
   11-06-2015   	    33.813.000,00000000000  
   12-06-2015   	    33.813.000,00000000000  
   15-06-2015   	    33.817.000,00000000000  
   16-06-2015   	    33.816.000,00000000000  
   17-06-2015   	    33.818.000,00000000000  
   18-06-2015   	    33.824.000,00000000000  
   19-06-2015   	    33.829.000,00000000000  
   22-06-2015   	    33.821.000,00000000000  
   23-06-2015   	    33.816.000,00000000000  
   24-06-2015   	    33.821.000,00000000000  
   25-06-2015   	    33.835.000,00000000000  
   26-06-2015   	    33.833.000,00000000000  
   29-06-2015   	    33.842.000,00000000000  
   30-06-2015   	    33.851.000,00000000000  
   01-07-2015   	    33.847.000,00000000000  
   02-07-2015   	    33.850.000,00000000000  
   03-07-2015   	    33.849.000,00000000000  
   06-07-2015   	    33.834.000,00000000000  
   07-07-2015   	    33.829.000,00000000000  
   08-07-2015   	    33.829.000,00000000000  
   10-07-2015   	    33.834.000,00000000000  
   13-07-2015   	    33.841.000,00000000000  
   14-07-2015   	    33.837.000,00000000000  
   15-07-2015   	    33.843.000,00000000000  
   16-07-2015   	    33.843.000,00000000000  
   17-07-2015   	    33.853.200,00000000000  
   20-07-2015   	    33.845.200,00000000000  
   21-07-2015   	    33.861.300,00000000000  
   22-07-2015   	    33.928.000,00000000000  
   23-07-2015   	    33.929.000,00000000000  
   24-07-2015   	    33.933.000,00000000000  
   27-07-2015   	    33.931.000,00000000000  
   28-07-2015   	    33.933.000,00000000000  
   29-07-2015   	    33.931.000,00000000000  
   30-07-2015   	    33.927.000,00000000000  
   31-07-2015   	    33.943.000,00000000000  
   03-08-2015   	    33.915.000,00000000000  
   04-08-2015   	    33.888.000,00000000000  
   05-08-2015   	    33.849.000,00000000000  
   06-08-2015   	    33.837.000,00000000000  
   07-08-2015   	    33.837.000,00000000000  
   10-08-2015   	    33.842.000,00000000000  
   11-08-2015   	    33.712.000,00000000000  
   12-08-2015   	    33.692.000,00000000000  
   13-08-2015   	    33.632.000,00000000000  
   14-08-2015   	    33.653.000,00000000000  
   18-08-2015   	    33.663.000,00000000000  
   19-08-2015   	    33.664.000,00000000000  
   20-08-2015   	    33.674.000,00000000000  
   21-08-2015   	    33.684.000,00000000000  
   24-08-2015   	    33.674.000,00000000000  
   25-08-2015   	    33.634.000,00000000000  
   26-08-2015   	    33.606.000,00000000000  
   27-08-2015   	    33.599.000,00000000000  
   28-08-2015   	    33.598.000,00000000000  
   31-08-2015   	    33.606.000,00000000000  
   01-09-2015   	    33.582.000,00000000000  
   02-09-2015   	    33.569.000,00000000000  
   03-09-2015   	    33.542.000,00000000000  
   04-09-2015   	    33.552.000,00000000000  
   07-09-2015   	    33.546.000,00000000000  
   08-09-2015   	    33.521.000,00000000000  
   09-09-2015   	    33.500.000,00000000000  
   10-09-2015   	    33.499.000,00000000000  
   11-09-2015   	    33.505.000,00000000000  
   14-09-2015   	    33.492.000,00000000000  
   15-09-2015   	    33.453.000,00000000000  
   16-09-2015   	    33.445.000,00000000000  
   17-09-2015   	    33.452.000,00000000000  
   18-09-2015   	    33.425.000,00000000000  
   21-09-2015   	    33.396.000,00000000000  
   22-09-2015   	    33.401.000,00000000000  
   23-09-2015   	    33.338.000,00000000000  
   24-09-2015   	    33.343.000,00000000000  
   25-09-2015   	    33.104.000,00000000000  
   28-09-2015   	    33.318.000,00000000000  
   29-09-2015   	    33.288.000,00000000000  
   30-09-2015   	    33.257.000,00000000000  
   01-10-2015   	    32.471.000,00000000000  
   02-10-2015   	    32.462.000,00000000000  
   05-10-2015   	    27.713.000,00000000000  
   06-10-2015   	    27.722.000,00000000000  
   07-10-2015   	    27.691.000,00000000000  
   08-10-2015   	    27.747.000,00000000000  
   09-10-2015   	    27.758.000,00000000000  
   13-10-2015   	    27.753.000,00000000000  
   14-10-2015   	    27.755.000,00000000000  
   15-10-2015   	    27.636.000,00000000000  
   16-10-2015   	    27.635.000,00000000000  
   19-10-2015   	    27.389.000,00000000000  
   20-10-2015   	    27.389.000,00000000000  
   21-10-2015   	    27.335.000,00000000000  
   22-10-2015   	    27.300.000,00000000000  
   23-10-2015   	    27.305.000,00000000000  
   26-10-2015   	    27.162.000,00000000000  
   27-10-2015   	    27.060.000,00000000000  
   28-10-2015   	    27.037.000,00000000000  
   29-10-2015   	    26.965.000,00000000000  
   30-10-2015   	    26.970.000,00000000000  
   02-11-2015   	    26.938.000,00000000000  
   03-11-2015   	    26.877.000,00000000000  
   04-11-2015   	    26.807.000,00000000000  
   05-11-2015   	    26.710.000,00000000000  
   09-11-2015   	    26.440.000,00000000000  
   10-11-2015   	    26.391.000,00000000000  
   11-11-2015   	    26.278.000,00000000000  
   12-11-2015   	    26.246.000,00000000000  
   13-11-2015   	    26.203.000,00000000000  
   16-11-2015   	    26.111.000,00000000000  
   17-11-2015   	    25.924.000,00000000000  
   18-11-2015   	    25.933.000,00000000000  
   19-11-2015   	    25.889.000,00000000000  
   20-11-2015   	    25.841.000,00000000000  
   23-11-2015   	    25.812.000,00000000000  
   24-11-2015   	    25.782.000,00000000000  
   25-11-2015   	    25.768.000,00000000000  
   26-11-2015   	    25.761.000,00000000000  
   30-11-2015   	    25.615.000,00000000000  
   01-12-2015   	    25.410.000,00000000000  
   02-12-2015   	    25.184.000,00000000000  
   03-12-2015   	    25.046.000,00000000000  
   04-12-2015   	    25.030.000,00000000000  
   09-12-2015   	    25.092.000,00000000000  
   10-12-2015   	    24.862.000,00000000000  
   11-12-2015   	    24.661.000,00000000000  
   14-12-2015   	    24.473.000,00000000000  
   15-12-2015   	    24.290.000,00000000000  
   16-12-2015   	    24.164.000,00000000000  
   17-12-2015   	    24.141.000,00000000000  
   18-12-2015   	    24.396.000,00000000000  
   21-12-2015   	    24.417.000,00000000000  
   22-12-2015   	    24.441.000,00000000000  
   23-12-2015   	    24.720.000,00000000000  
   24-12-2015   	    24.858.000,00000000000  
   28-12-2015   	    25.077.000,00000000000  
   29-12-2015   	    25.267.000,00000000000  
   30-12-2015   	    25.385.000,00000000000  
   31-12-2015   	    25.563.000,00000000000  
   04-01-2016   	    25.515.000,00000000000  
   05-01-2016   	    25.512.000,00000000000  
   06-01-2016   	    25.668.000,00000000000  
   07-01-2016   	    25.671.000,00000000000  
   08-01-2016   	    25.559.000,00000000000  
   11-01-2016   	    25.710.000,00000000000  
   12-01-2016   	    25.610.000,00000000000  
   13-01-2016   	    25.591.000,00000000000  
   14-01-2016   	    25.543.000,00000000000  
   15-01-2016   	    25.645.000,00000000000  
   18-01-2016   	    25.665.000,00000000000  
   19-01-2016   	    25.587.000,00000000000  
   20-01-2016   	    25.546.000,00000000000  
   21-01-2016   	    25.369.000,00000000000  
   22-01-2016   	    25.375.000,00000000000  
   25-01-2016   	    25.389.000,00000000000  
   26-01-2016   	    25.414.000,00000000000  
   27-01-2016   	    25.322.000,00000000000  
   28-01-2016   	    25.243.000,00000000000  
   29-01-2016   	    30.074.000,00000000000  
   01-02-2016   	    29.985.000,00000000000  
   02-02-2016   	    29.928.000,00000000000  
   03-02-2016   	    29.892.000,00000000000  
   04-02-2016   	    29.835.000,00000000000  
   05-02-2016   	    29.674.000,00000000000  
   10-02-2016   	    29.732.000,00000000000  
   11-02-2016   	    29.833.000,00000000000  
   12-02-2016   	    29.656.000,00000000000  
   15-02-2016   	    29.676.000,00000000000  
   16-02-2016   	    29.437.000,00000000000  
   17-02-2016   	    29.317.000,00000000000  
   18-02-2016   	    29.273.000,00000000000  
   19-02-2016   	    29.178.000,00000000000  
   22-02-2016   	    29.068.000,00000000000  
   23-02-2016   	    28.890.000,00000000000  
   24-02-2016   	    28.860.000,00000000000  
   25-02-2016   	    28.767.000,00000000000  
   26-02-2016   	    28.551.000,00000000000  
   29-02-2016   	    28.399.000,00000000000  
   01-03-2016   	    28.195.000,00000000000  
   02-03-2016   	    28.124.000,00000000000  
   03-03-2016   	    28.121.000,00000000000  
   04-03-2016   	    28.215.000,00000000000  
   07-03-2016   	    28.167.000,00000000000  
   08-03-2016   	    28.164.000,00000000000  
   09-03-2016   	    28.113.000,00000000000  
   10-03-2016   	    28.130.000,00000000000  
   11-03-2016   	    28.145.000,00000000000  
   14-03-2016   	    28.029.000,00000000000  
   15-03-2016   	    27.849.000,00000000000  
   16-03-2016   	    29.080.000,00000000000  
   17-03-2016   	    29.238.000,00000000000  
   18-03-2016   	    29.195.000,00000000000  
   21-03-2016   	    29.149.000,00000000000  
   22-03-2016   	    29.117.000,00000000000  
   23-03-2016   	    29.886.000,00000000000  
   28-03-2016   	    29.842.000,00000000000  
   29-03-2016   	    29.881.000,00000000000  
   30-03-2016   	    29.852.000,00000000000  
   31-03-2016   	    29.572.000,00000000000  
   01-04-2016   	    29.407.000,00000000000  
   04-04-2016   	    29.421.000,00000000000  
   05-04-2016   	    29.544.000,00000000000  
   06-04-2016   	    29.462.000,00000000000  
   07-04-2016   	    29.557.000,00000000000  
   08-04-2016   	    29.512.000,00000000000  
   11-04-2016   	    29.524.000,00000000000  
   12-04-2016   	    29.528.000,00000000000  
   13-04-2016   	    29.442.000,00000000000  
   14-04-2016   	    29.353.000,00000000000  
   15-04-2016   	    29.239.000,00000000000  
   18-04-2016   	    29.224.000,00000000000  
   19-04-2016   	    29.295.000,00000000000  
   20-04-2016   	    29.254.000,00000000000  
   21-04-2016   	    29.186.000,00000000000  
   22-04-2016   	    35.043.000,00000000000  
   25-04-2016   	    35.009.000,00000000000  
   26-04-2016   	    34.906.000,00000000000  
   27-04-2016   	    34.741.000,00000000000  
   28-04-2016   	    34.655.000,00000000000  
   29-04-2016   	    34.380.000,00000000000  
   02-05-2016   	    34.314.000,00000000000  
   03-05-2016   	    34.220.000,00000000000  
   04-05-2016   	    31.518.000,00000000000  
   05-05-2016   	    31.392.000,00000000000  
   06-05-2016   	    31.311.000,00000000000  
   09-05-2016   	    30.986.000,00000000000  
   10-05-2016   	    31.077.000,00000000000  
   11-05-2016   	    31.176.000,00000000000  
   12-05-2016   	    31.079.000,00000000000  
   13-05-2016   	    31.348.000,00000000000  
   16-05-2016   	    31.356.000,00000000000  
   17-05-2016   	    31.632.000,00000000000  
   18-05-2016   	    31.645.000,00000000000  
   19-05-2016   	    32.088.000,00000000000  
   20-05-2016   	    32.033.000,00000000000  
   23-05-2016   	    32.268.000,00000000000  
   24-05-2016   	    31.643.000,00000000000  
   26-05-2016   	    30.829.000,00000000000  
   27-05-2016   	    30.391.000,00000000000  
   30-05-2016   	    30.348.000,00000000000  
   31-05-2016   	    30.171.000,00000000000  
   01-06-2016   	    30.742.000,00000000000  
   02-06-2016   	    30.757.000,00000000000  
   03-06-2016   	    31.033.000,00000000000  
   06-06-2016   	    30.936.000,00000000000  
   07-06-2016   	    30.849.000,00000000000  
   08-06-2016   	    30.987.000,00000000000  
   09-06-2016   	    30.981.000,00000000000  
   10-06-2016   	    31.354.000,00000000000  
   13-06-2016   	    31.263.000,00000000000  
   14-06-2016   	    31.219.000,00000000000  
   15-06-2016   	    32.190.000,00000000000  
   16-06-2016   	    32.137.000,00000000000  
   21-06-2016   	    32.095.000,00000000000  
   22-06-2016   	    32.045.000,00000000000  
   23-06-2016   	    32.024.000,00000000000  
   24-06-2016   	    31.858.000,00000000000  
   27-06-2016   	    31.708.000,00000000000  
   28-06-2016   	    31.707.000,00000000000  
   29-06-2016   	    31.112.000,00000000000  
   30-06-2016   	    30.507.000,00000000000  
   01-07-2016   	    30.749.000,00000000000  
   04-07-2016   	    30.768.000,00000000000  
   05-07-2016   	    30.737.000,00000000000  
   06-07-2016   	    33.425.000,00000000000  
   07-07-2016   	    33.673.000,00000000000  
   11-07-2016   	    33.647.000,00000000000  
   12-07-2016   	    33.886.000,00000000000  
   13-07-2016   	    33.986.000,00000000000  
   14-07-2016   	    33.977.000,00000000000  
   15-07-2016   	    33.927.000,00000000000  
   18-07-2016   	    33.845.000,00000000000  
   19-07-2016   	    34.039.000,00000000000  
   20-07-2016   	    33.900.000,00000000000  
   21-07-2016   	    33.849.000,00000000000  
   22-07-2016   	    33.784.000,00000000000  
   25-07-2016   	    33.691.000,00000000000  
   26-07-2016   	    34.290.000,00000000000  
   27-07-2016   	    34.274.000,00000000000  
   28-07-2016   	    34.244.000,00000000000  
   29-07-2016   	    32.511.000,00000000000  
   01-08-2016   	    32.628.000,00000000000  
   02-08-2016   	    32.618.000,00000000000  
   03-08-2016   	    32.497.000,00000000000  
   04-08-2016   	    32.479.000,00000000000  
   05-08-2016   	    32.453.000,00000000000  
   08-08-2016   	    32.488.000,00000000000  
   09-08-2016   	    32.535.000,00000000000  
   10-08-2016   	    32.566.000,00000000000  
   11-08-2016   	    32.425.000,00000000000  
   12-08-2016   	    32.251.000,00000000000  
   16-08-2016   	    32.239.000,00000000000  
   17-08-2016   	    32.087.000,00000000000  
   18-08-2016   	    32.338.000,00000000000  
   19-08-2016   	    31.963.000,00000000000  
   22-08-2016   	    31.965.000,00000000000  
   23-08-2016   	    31.931.000,00000000000  
   24-08-2016   	    31.847.000,00000000000  
   25-08-2016   	    31.924.000,00000000000  
   26-08-2016   	    31.809.000,00000000000  
   29-08-2016   	    31.557.000,00000000000  
   30-08-2016   	    31.432.000,00000000000  
   31-08-2016   	    31.150.000,00000000000  
   01-09-2016   	    31.102.000,00000000000  
   02-09-2016   	    31.070.000,00000000000  
   05-09-2016   	    31.126.000,00000000000  
   06-09-2016   	    31.324.000,00000000000  
   07-09-2016   	    31.330.000,00000000000  
   08-09-2016   	    31.265.000,00000000000  
   09-09-2016   	    31.274.000,00000000000  
   12-09-2016   	    31.250.000,00000000000  
   13-09-2016   	    31.084.000,00000000000  
   14-09-2016   	    31.028.000,00000000000  
   15-09-2016   	    30.873.000,00000000000  
   16-09-2016   	    30.813.000,00000000000  
   19-09-2016   	    30.743.000,00000000000  
   20-09-2016   	    30.697.000,00000000000  
   21-09-2016   	    30.710.000,00000000000  
   22-09-2016   	    30.736.000,00000000000  
   23-09-2016   	    30.748.000,00000000000  
   26-09-2016   	    30.708.000,00000000000  
   27-09-2016   	    30.596.000,00000000000  
   28-09-2016   	    30.389.000,00000000000  
   29-09-2016   	    30.009.000,00000000000  
   30-09-2016   	    29.902.000,00000000000  
   03-10-2016   	    32.296.000,00000000000  
   04-10-2016   	    32.469.000,00000000000  
   05-10-2016   	    32.510.000,00000000000  
   06-10-2016   	    32.469.000,00000000000  
   07-10-2016   	    32.533.000,00000000000  
   11-10-2016   	    32.457.000,00000000000  
   12-10-2016   	    35.553.000,00000000000  
   13-10-2016   	    35.482.000,00000000000  
   14-10-2016   	    35.545.000,00000000000  
   17-10-2016   	    39.331.000,00000000000  
   18-10-2016   	    39.715.000,00000000000  
   19-10-2016   	    39.651.000,00000000000  
   20-10-2016   	    40.632.000,00000000000  
   21-10-2016   	    40.264.000,00000000000  
   24-10-2016   	    40.572.000,00000000000  
   25-10-2016   	    40.840.000,00000000000  
   26-10-2016   	    40.885.000,00000000000  
   27-10-2016   	    39.841.000,00000000000  
   28-10-2016   	    40.020.000,00000000000  
   31-10-2016   	    37.210.000,00000000000  
   01-11-2016   	    37.533.000,00000000000  
   02-11-2016   	    37.622.000,00000000000  
   03-11-2016   	    37.616.000,00000000000  
   04-11-2016   	    37.940.000,00000000000  
   07-11-2016   	    37.691.000,00000000000  
   08-11-2016   	    38.070.000,00000000000  
   09-11-2016   	    38.058.000,00000000000  
   10-11-2016   	    38.016.000,00000000000  
   11-11-2016   	    37.958.000,00000000000  
   14-11-2016   	    37.938.000,00000000000  
   15-11-2016   	    37.901.000,00000000000  
   16-11-2016   	    37.875.000,00000000000  
   17-11-2016   	    37.426.000,00000000000  
   18-11-2016   	    37.283.000,00000000000  
   21-11-2016   	    37.461.000,00000000000  
   22-11-2016   	    37.610.000,00000000000  
   23-11-2016   	    37.554.000,00000000000  
   24-11-2016   	    37.575.000,00000000000  
   25-11-2016   	    37.682.000,00000000000  
   29-11-2016   	    37.561.000,00000000000  
   30-11-2016   	    37.378.000,00000000000  
   01-12-2016   	    37.275.000,00000000000  
   02-12-2016   	    37.536.000,00000000000  
   05-12-2016   	    37.537.000,00000000000  
   06-12-2016   	    37.592.000,00000000000  
   07-12-2016   	    37.811.000,00000000000  
   12-12-2016   	    36.776.000,00000000000  
   13-12-2016   	    36.869.000,00000000000  
   14-12-2016   	    37.007.000,00000000000  
   15-12-2016   	    36.878.000,00000000000  
   16-12-2016   	    37.086.000,00000000000  
   19-12-2016   	    37.203.000,00000000000  
   20-12-2016   	    37.930.000,00000000000  
   21-12-2016   	    38.189.000,00000000000  
   22-12-2016   	    38.173.000,00000000000  
   23-12-2016   	    38.511.000,00000000000  
   26-12-2016   	    38.509.000,00000000000  
   27-12-2016   	    38.956.000,00000000000  
   28-12-2016   	    39.204.000,00000000000  
   29-12-2016   	    39.362.000,00000000000  
   30-12-2016   	    39.308.000,00000000000  
   02-01-2017   	    39.296.000,00000000000  
   03-01-2017   	    39.486.000,00000000000  
   04-01-2017   	    39.580.000,00000000000  
   05-01-2017   	    39.856.000,00000000000  
   06-01-2017   	    39.802.000,00000000000  
   09-01-2017   	    39.661.000,00000000000  
   10-01-2017   	    39.702.000,00000000000  
   11-01-2017   	    39.665.000,00000000000  
   12-01-2017   	    39.890.000,00000000000  
   13-01-2017   	    40.114.000,00000000000  
   16-01-2017   	    40.135.000,00000000000  
   17-01-2017   	    40.202.000,00000000000  
   18-01-2017   	    40.134.000,00000000000  
   19-01-2017   	    40.051.000,00000000000  
   20-01-2017   	    40.003.000,00000000000  
   23-01-2017   	    40.002.000,00000000000  
   24-01-2017   	    39.915.000,00000000000  
   25-01-2017   	    39.884.000,00000000000  
   26-01-2017   	    46.634.000,00000000000  
   27-01-2017   	    46.651.000,00000000000  
   30-01-2017   	    46.847.000,00000000000  
   31-01-2017   	    46.887.000,00000000000  
   01-02-2017   	    46.750.000,00000000000  
   02-02-2017   	    46.647.000,00000000000  
   03-02-2017   	    46.653.000,00000000000  
   06-02-2017   	    46.705.000,00000000000  
   07-02-2017   	    46.743.000,00000000000  
   08-02-2017   	    47.178.000,00000000000  
   09-02-2017   	    47.178.000,00000000000  
   10-02-2017   	    47.431.000,00000000000  
   13-02-2017   	    47.360.000,00000000000  
   14-02-2017   	    47.188.000,00000000000  
   15-02-2017   	    48.624.000,00000000000  
   16-02-2017   	    48.702.000,00000000000  
   17-02-2017   	    49.085.000,00000000000  
   20-02-2017   	    49.052.000,00000000000  
   21-02-2017   	    50.751.000,00000000000  
   22-02-2017   	    50.768.000,00000000000  
   23-02-2017   	    50.801.000,00000000000  
   24-02-2017   	    50.608.000,00000000000  
   01-03-2017   	    50.551.000,00000000000  
   02-03-2017   	    51.114.000,00000000000  
   03-03-2017   	    51.010.000,00000000000  
   06-03-2017   	    51.495.000,00000000000  
   07-03-2017   	    51.457.000,00000000000  
   08-03-2017   	    51.494.000,00000000000  
   09-03-2017   	    51.599.000,00000000000  
   10-03-2017   	    51.651.000,00000000000  
   13-03-2017   	    51.816.000,00000000000  
   14-03-2017   	    51.772.000,00000000000  
   15-03-2017   	    51.618.000,00000000000  
   16-03-2017   	    51.649.000,00000000000  
   17-03-2017   	    51.667.000,00000000000  
   20-03-2017   	    51.929.000,00000000000  
   21-03-2017   	    51.950.000,00000000000  
   22-03-2017   	    51.926.000,00000000000  
   23-03-2017   	    51.745.000,00000000000  
   27-03-2017   	    51.661.000,00000000000  
   28-03-2017   	    51.515.000,00000000000  
   29-03-2017   	    51.190.000,00000000000  
   30-03-2017   	    50.907.000,00000000000  
   31-03-2017   	    50.522.000,00000000000  
   03-04-2017   	    51.851.000,00000000000  
   04-04-2017   	    51.885.000,00000000000  
   05-04-2017   	    51.926.000,00000000000  
   06-04-2017   	    52.008.000,00000000000  
   07-04-2017   	    52.091.000,00000000000  
   10-04-2017   	    52.088.000,00000000000  
   11-04-2017   	    52.246.000,00000000000  
   12-04-2017   	    52.696.000,00000000000  
   17-04-2017   	    48.579.000,00000000000  
   18-04-2017   	    49.095.000,00000000000  
   19-04-2017   	    48.944.000,00000000000  
   20-04-2017   	    48.892.000,00000000000  
   21-04-2017   	    48.314.000,00000000000  
   24-04-2017   	    48.349.000,00000000000  
   25-04-2017   	    48.260.000,00000000000  
   26-04-2017   	    48.176.000,00000000000  
   27-04-2017   	    48.460.000,00000000000  
   28-04-2017   	    48.217.000,00000000000  
   02-05-2017   	    48.227.000,00000000000  
   03-05-2017   	    48.361.000,00000000000  
   04-05-2017   	    48.336.000,00000000000  
   05-05-2017   	    48.360.000,00000000000  
   08-05-2017   	    48.032.000,00000000000  
   09-05-2017   	    48.040.000,00000000000  
   10-05-2017   	    48.056.000,00000000000  
   11-05-2017   	    48.075.000,00000000000  
   12-05-2017   	    48.628.000,00000000000  
   15-05-2017   	    48.566.000,00000000000  
   16-05-2017   	    48.659.000,00000000000  
   17-05-2017   	    48.627.000,00000000000  
   18-05-2017   	    48.400.000,00000000000  
   19-05-2017   	    48.027.000,00000000000  
   22-05-2017   	    47.855.000,00000000000  
   23-05-2017   	    47.468.000,00000000000  
   24-05-2017   	    46.767.000,00000000000  
   26-05-2017   	    45.872.000,00000000000  
   29-05-2017   	    45.851.000,00000000000  
   30-05-2017   	    45.814.000,00000000000  
   31-05-2017   	    46.146.000,00000000000  
   01-06-2017   	    45.082.000,00000000000  
   02-06-2017   	    45.070.000,00000000000  
   05-06-2017   	    45.142.000,00000000000  
   06-06-2017   	    45.093.000,00000000000  
   07-06-2017   	    45.080.000,00000000000  
